"AnimalID","t_0","site_0","Mass_std","Sex","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"493Y",2015,"PYRAMID ROCK",0.576776273050118,"F",12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2,12,4,12
"494R",2007,"PYRAMID ROCK",-0.322678823354413,"F",12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12
"494Y",2015,"PYRAMID ROCK",0.741465234363624,"F",12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12
"495R",2007,"PYRAMID ROCK",-0.576046456144422,"F",12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12
"495Y",2015,"PYRAMID ROCK",0.00669909927259831,"F",12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12
"496R",2007,"PYRAMID ROCK",0.0827093891096012,"M",12,12,12,12,12,12,1,2,12,12,12,12,12,12,12,12,12,12,12
"496Y",2015,"PYRAMID ROCK",0.298071876981109,"F",12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2,3,4,5
"497R",2007,"PYRAMID ROCK",-0.348015586633414,"M",12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12
"497Y",2015,"PYRAMID ROCK",1.07084315699064,"M",12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12
"498R",2007,"PYRAMID ROCK",0.399418930097112,"F",12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12
"498Y",2015,"PYRAMID ROCK",-0.576046456144422,"F",12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12
"499R",2007,"PYRAMID ROCK",0.272735113702108,"M",12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12
"499Y",2015,"PYRAMID ROCK",0.399418930097112,"F",12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,5
"49R",2001,"PYRAMID ROCK",-0.538041311225921,"F",1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"49Y",2002,"SOUTH SEAL ROCK",0.222061587144106,"M",12,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"4R",2001,"PYRAMID ROCK",-0.930761142050434,"M",1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"4Y",2002,"SOUTH SEAL ROCK",-0.52537292958642,"M",12,12,2,3,4,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"500R",2007,"PYRAMID ROCK",-0.259336915156911,"M",12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12
"500Y",2015,"PYRAMID ROCK",0.551439509771118,"F",12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2,12,12,12
"501R",2007,"PYRAMID ROCK",-0.462031021388918,"M",12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12
"501Y",2015,"PYRAMID ROCK",0.209393205504606,"F",12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2,12,12,12
"502R",2007,"PYRAMID ROCK",0.0447042441910997,"M",12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12
"502Y",2015,"PYRAMID ROCK",-0.563378074504922,"F",12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,2,12,12,12
"503R",2007,"PYRAMID ROCK",0.855480669119128,"M",12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12
"504R",2007,"PYRAMID ROCK",0.0700410074701005,"F",12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12
"504Y",2015,"PYRAMID ROCK",-0.246668533517411,"F",12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,2,12,12,12
"505R",2007,"PYRAMID ROCK",0.412087311736612,"M",12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12
"505Y",2015,"PYRAMID ROCK",0.108046152388602,"F",12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12
"506R",2007,"PYRAMID ROCK",0.868149050758629,"M",12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12
"506Y",2015,"PYRAMID ROCK",-0.322678823354413,"M",12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12
"507R",2007,"PYRAMID ROCK",0.33607702189961,"F",12,12,12,12,12,12,1,2,3,4,5,6,7,8,9,12,11,11,11
"507Y",2015,"PYRAMID ROCK",-0.462031021388918,"F",12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12
"508R",2007,"PYRAMID ROCK",-0.0693111905644041,"F",12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12
"508Y",2015,"PYRAMID ROCK",-0.398689113191416,"F",12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,2,12,4,12
"509R",2007,"PYRAMID ROCK",0.108046152388602,"F",12,12,12,12,12,12,1,2,12,12,12,12,12,12,12,12,12,12,12
"509Y",2015,"PYRAMID ROCK",0.361413785178611,"M",12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,2,12,12,12
"50R",2001,"PYRAMID ROCK",-1.29814420959595,"F",1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"50Y",2002,"SOUTH SEAL ROCK",-0.335347204993914,"F",12,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"51^",2015,"PYRAMID ROCK",1.72959900224466,"M",12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12
"510R",2007,"PYRAMID ROCK",-0.195995006959409,"F",12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12
"510Y",2015,"PYRAMID ROCK",0.488097601573615,"M",12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,2,12,12,12
"511R",2007,"PYRAMID ROCK",0.184056442225605,"M",12,12,12,12,12,12,1,2,3,12,12,12,12,12,12,12,12,12,12
"511Y",2015,"PYRAMID ROCK",-0.145321480401407,"F",12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12
"512R",2007,"PYRAMID ROCK",-0.424025876470417,"M",12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12
"512Y",2015,"PYRAMID ROCK",0.323408640260109,"M",12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12
"513R",2007,"PYRAMID ROCK",0.89348581403763,"M",12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12
"513Y",2015,"PYRAMID ROCK",-0.0186376640064025,"F",12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,2,12,12,12
"514R",2007,"PYRAMID ROCK",-0.0946479538434053,"M",12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12
"514Y",2015,"PYRAMID ROCK",0.488097601573615,"M",12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12
"515R",2007,"PYRAMID ROCK",-0.500036166307419,"F",12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12
"515Y",2015,"PYRAMID ROCK",0.678123326166122,"M",12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2,12,4,12
"516R",2007,"PYRAMID ROCK",0.222061587144106,"M",12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12
"516Y",2015,"PYRAMID ROCK",0.602113036329119,"M",12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12
"517R",2007,"PYRAMID ROCK",0.0827093891096012,"M",12,12,12,12,12,12,12,2,12,12,12,12,12,12,12,12,12,12,12
"517Y",2015,"PYRAMID ROCK",0.488097601573615,"F",12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12
"518R",2007,"PYRAMID ROCK",0.196724823865105,"M",12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12
"518Y",2015,"PYRAMID ROCK",-0.0819795722039047,"F",12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,2,12,4,12
"519R",2007,"PYRAMID ROCK",-0.639388364341924,"F",12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12
"519Y",2015,"PYRAMID ROCK",0.222061587144106,"F",12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2,12,12,12
"51R",2001,"PYRAMID ROCK",-0.0819795722039047,"M",1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"51Y",2002,"SOUTH SEAL ROCK",0.450092456655114,"M",12,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"520R",2007,"PYRAMID ROCK",0.526102746492117,"F",12,12,12,12,12,12,1,2,3,12,12,12,12,12,12,12,12,12,12
"521R",2007,"PYRAMID ROCK",-0.487367784667919,"F",12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12
"521Y",2015,"PYRAMID ROCK",0.462760838294615,"M",12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12
"522R",2007,"PYRAMID ROCK",-0.411357494830916,"F",12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12
"522Y",2015,"PYRAMID ROCK",0.500765983213116,"F",12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12
"523R",2007,"PYRAMID ROCK",-0.652056745981425,"F",12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12
"523Y",2015,"PYRAMID ROCK",-0.0819795722039047,"F",12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,2,12,12,12
"524R",2007,"PYRAMID ROCK",0.817475524200627,"F",12,12,12,12,12,12,1,2,3,4,5,6,7,8,9,10,11,11,11
"524Y",2015,"PYRAMID ROCK",-0.322678823354413,"F",12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12
"525R",2007,"PYRAMID ROCK",0.0573726258306004,"M",12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,11,12,12
"525Y",2015,"PYRAMID ROCK",-0.00596928236690186,"M",12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12
"526R",2007,"PYRAMID ROCK",0.640118181247621,"M",12,12,12,12,12,12,1,2,12,12,12,12,12,12,12,12,12,12,12
"526Y",2015,"PYRAMID ROCK",0.62744979960812,"M",12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,12,3,12,12
"527R",2007,"PYRAMID ROCK",0.779470379282126,"M",12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12
"527Y",2015,"PYRAMID ROCK",0.551439509771118,"M",12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,2,12,12,12
"528R",2007,"PYRAMID ROCK",-0.386020731551915,"F",12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12
"528Y",2015,"PYRAMID ROCK",0.462760838294615,"M",12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12
"529R",2007,"PYRAMID ROCK",0.0700410074701005,"F",12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12
"529Y",2015,"PYRAMID ROCK",0.171388060586104,"M",12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12
"52R",2001,"PYRAMID ROCK",-0.449362639749417,"F",12,12,12,4,5,6,7,8,9,10,11,11,11,11,11,11,11,11,12
"52Y",2002,"SOUTH SEAL ROCK",1.21019535502514,"M",12,12,2,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"530R",2007,"PYRAMID ROCK",-0.360683968272914,"F",12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12
"530Y",2015,"PYRAMID ROCK",0.766801997642625,"M",12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2,12,12,12
"531R",2007,"PYRAMID ROCK",0.108046152388602,"F",12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12
"531Y",2015,"PYRAMID ROCK",0.298071876981109,"M",12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2,12,12,12
"532R",2007,"PYRAMID ROCK",0.804807142561126,"F",12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12
"532Y",2015,"PYRAMID ROCK",-0.0439744272854033,"M",12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12
"533R",2007,"PYRAMID ROCK",0.855480669119128,"M",12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12
"533Y",2015,"PYRAMID ROCK",-0.652056745981425,"F",12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12
"534R",2007,"PYRAMID ROCK",-0.170658243680408,"M",12,12,12,12,12,12,12,2,12,12,12,12,12,12,12,12,12,12,12
"534Y",2015,"PYRAMID ROCK",-0.715398654178927,NA,12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12
"535R",2007,"PYRAMID ROCK",0.830143905840128,"M",12,12,12,12,12,12,1,2,12,12,5,6,7,8,9,10,11,12,12
"535Y",2015,"PYRAMID ROCK",0.944159340595631,"M",12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2,3,4,12
"536R",2007,"PYRAMID ROCK",0.842812287479627,"F",12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12
"536Y",2015,"PYRAMID ROCK",-0.157989862040908,"M",12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12
"537R",2007,"PYRAMID ROCK",0.272735113702108,"M",12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12
"537Y",2015,"PYRAMID ROCK",-0.00596928236690186,"M",12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12
"538R",2007,"PYRAMID ROCK",0.234729968783606,"F",12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12
"538Y",2015,"PYRAMID ROCK",0.0953777707491013,"M",12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,2,3,12,12
"539R",2007,"PYRAMID ROCK",0.158719678946604,"F",12,12,12,12,12,12,12,12,3,12,12,12,12,12,12,10,12,12,12
"539Y",2015,"PYRAMID ROCK",0.437424075015614,"M",12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,3,12,12
"53R",2001,"PYRAMID ROCK",-0.715398654178927,"F",1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"53Y",2002,"SOUTH SEAL ROCK",1.31154240814114,"M",12,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"540R",2007,"PYRAMID ROCK",0.424755693376113,"M",12,12,12,12,12,12,1,2,3,4,5,6,12,8,9,10,12,12,12
"540Y",2015,"PYRAMID ROCK",-0.107316335482906,"M",12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,12,3,12,12
"541R",2007,"PYRAMID ROCK",0.0193674809120989,"F",12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12
"541Y",2015,"PYRAMID ROCK",0.500765983213116,"F",12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12
"542R",2007,"PYRAMID ROCK",0.564107891410618,"M",12,12,12,12,12,12,1,12,12,4,12,12,12,12,12,12,12,12,12
"542Y",2015,"PYRAMID ROCK",0.488097601573615,"M",12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12
"543R",2007,"PYRAMID ROCK",0.209393205504606,"F",12,12,12,12,12,12,1,12,3,4,5,6,7,8,12,10,12,11,12
"543Y",2015,"PYRAMID ROCK",0.196724823865105,"F",12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12
"544R",2007,"PYRAMID ROCK",-0.170658243680408,"F",12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12
"544Y",2015,"PYRAMID ROCK",0.690791707805623,"M",12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12
"545R",2007,"PYRAMID ROCK",0.716128471084623,"M",12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12
"545Y",2015,"PYRAMID ROCK",-0.652056745981425,"F",12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2,3,12,12
"546R",2007,"PYRAMID ROCK",0.817475524200627,"M",12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12
"546Y",2015,"PYRAMID ROCK",0.272735113702108,"M",12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12
"547R",2007,"PYRAMID ROCK",0.133382915667603,"F",12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12
"547Y",2015,"PYRAMID ROCK",0.209393205504606,"F",12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,12,3,12,12
"548R",2007,"PYRAMID ROCK",0.830143905840128,"M",12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12
"548Y",2015,"PYRAMID ROCK",0.602113036329119,"M",12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12
"549R",2007,"PYRAMID ROCK",-0.0186376640064025,"F",12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12
"549Y",2015,"PYRAMID ROCK",0.412087311736612,"M",12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12
"54R",2001,"PYRAMID ROCK",-0.550709692865421,"F",1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"54Y",2002,"SOUTH SEAL ROCK",1.00750124879313,"M",12,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"550R",2007,"PYRAMID ROCK",-0.449362639749417,"F",12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12
"550Y",2015,"PYRAMID ROCK",-0.145321480401407,"F",12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2,3,12,12
"551R",2007,"PYRAMID ROCK",0.956827722235132,"M",12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12
"551Y",2015,"PYRAMID ROCK",0.34874540353911,"F",12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2,3,12,5
"552R",2007,"PYRAMID ROCK",0.868149050758629,"M",12,12,12,12,12,12,12,2,3,12,5,12,12,12,12,12,12,12,12
"552Y",2015,"PYRAMID ROCK",0.247398350423107,"M",12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12
"553R",2007,"PYRAMID ROCK",-0.322678823354413,"F",12,12,12,12,12,12,12,2,12,12,12,12,12,12,12,12,12,12,12
"553Y",2015,"PYRAMID ROCK",-0.259336915156911,"F",12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12
"554R",2007,"PYRAMID ROCK",0.766801997642625,"M",12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12
"554Y",2015,"PYRAMID ROCK",-0.0693111905644041,"F",12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2,12,4,12
"555R",2007,"PYRAMID ROCK",0.90615419567713,"F",12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12
"555Y",2015,"PYRAMID ROCK",0.260066732062607,"F",12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12
"556R",2007,"PYRAMID ROCK",-0.474699403028419,"F",12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12
"556Y",2015,"PYRAMID ROCK",-0.195995006959409,"F",12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12
"557R",2007,"PYRAMID ROCK",0.526102746492117,"M",12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12
"557Y",2015,"PYRAMID ROCK",0.374082166818111,"F",12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,2,3,4,12
"558R",2007,"PYRAMID ROCK",-0.424025876470417,"F",12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12
"558Y",2015,"PYRAMID ROCK",0.830143905840128,"M",12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12
"559R",2007,"PYRAMID ROCK",-0.145321480401407,"F",12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12
"559Y",2015,"PYRAMID ROCK",1.57757842257065,"M",12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2,12,12,12
"55R",2001,"PYRAMID ROCK",-0.132653098761906,"M",1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"55Y",2002,"SOUTH SEAL ROCK",0.450092456655114,"F",12,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"560R",2007,"PYRAMID ROCK",0.260066732062607,"M",12,12,12,12,12,12,1,12,3,12,12,12,12,12,12,12,12,12,12
"560Y",2015,"PYRAMID ROCK",0.766801997642625,"M",12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12
"561R",2007,"PYRAMID ROCK",-0.132653098761906,"F",12,12,12,12,12,12,1,2,12,12,12,12,12,12,12,12,12,12,12
"561Y",2015,"PYRAMID ROCK",0.196724823865105,"M",12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12
"562R",2007,"PYRAMID ROCK",0.272735113702108,"F",12,12,12,12,12,12,1,12,12,12,12,12,12,12,9,12,12,12,12
"562Y",2015,"PYRAMID ROCK",0.361413785178611,"M",12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12
"563R",2007,"PYRAMID ROCK",0.272735113702108,"F",12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12
"563Y",2015,"PYRAMID ROCK",0.34874540353911,"F",12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12
"564R",2007,"PYRAMID ROCK",1.19752697338564,"M",12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12
"564Y",2015,"PYRAMID ROCK",-0.272005296796411,"F",12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12
"565R",2007,"PYRAMID ROCK",1.10884830190914,"M",12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12
"565Y",2015,"PYRAMID ROCK",0.488097601573615,"F",12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12
"566R",2007,"PYRAMID ROCK",0.462760838294615,"F",12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12
"566Y",2015,"PYRAMID ROCK",0.62744979960812,"M",12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2,3,4,12
"567R",2007,"PYRAMID ROCK",0.994832867153633,"F",12,12,12,12,12,12,1,2,3,4,5,6,7,8,9,10,11,11,11
"567Y",2015,"PYRAMID ROCK",-0.284673678435912,"F",12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2,12,12,12
"568R",2007,"PYRAMID ROCK",0.260066732062607,"M",12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12
"568Y",2015,"PYRAMID ROCK",0.272735113702108,"F",12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2,3,4,12
"569R",2007,"PYRAMID ROCK",0.652786562887121,"M",12,12,12,12,12,12,1,12,12,4,12,12,12,12,12,12,12,12,12
"569Y",2015,"PYRAMID ROCK",0.310740258620609,"F",12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12
"56R",2001,"PYRAMID ROCK",-0.905424378771434,"M",12,12,12,12,12,12,12,8,12,12,12,12,12,12,12,12,12,12,12
"56Y",2002,"SOUTH SEAL ROCK",0.33607702189961,"M",12,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"570R",2007,"PYRAMID ROCK",0.652786562887121,"M",12,12,12,12,12,12,1,2,12,4,5,6,7,8,12,10,11,12,12
"570Y",2015,"PYRAMID ROCK",-0.0819795722039047,"F",12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12
"571R",2007,"PYRAMID ROCK",0.0827093891096012,"F",12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12
"571Y",2015,"PYRAMID ROCK",0.91882257731663,"M",12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2,12,12,12
"572R",2007,"PYRAMID ROCK",0.538771128131617,"F",12,12,12,12,12,12,1,12,12,12,5,12,12,8,9,10,11,12,12
"572Y",2015,"PYRAMID ROCK",0.222061587144106,"M",12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2,12,12,12
"573R",2007,"PYRAMID ROCK",0.500765983213116,"M",12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12
"573Y",2015,"PYRAMID ROCK",0.120714534028103,"F",12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12
"574R",2007,"PYRAMID ROCK",0.564107891410618,"M",12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12
"574Y",2015,"PYRAMID ROCK",0.754133616003125,"F",12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12
"575R",2007,"PYRAMID ROCK",0.564107891410618,"F",12,12,12,12,12,12,12,2,3,4,5,6,7,8,9,10,11,11,12
"575Y",2015,"PYRAMID ROCK",0.0447042441910997,"F",12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12
"576R",2007,"PYRAMID ROCK",-0.0439744272854033,"F",12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12
"576Y",2015,"PYRAMID ROCK",-0.639388364341924,"F",12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12
"577R",2007,"PYRAMID ROCK",0.33607702189961,"M",12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12
"577Y",2015,"PYRAMID ROCK",0.0700410074701005,"F",12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12
"578R",2007,"PYRAMID ROCK",0.526102746492117,"F",12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12
"578Y",2015,"PYRAMID ROCK",-0.0693111905644041,"F",12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12
"579R",2007,"PYRAMID ROCK",1.00750124879313,"M",12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12
"579Y",2015,"PYRAMID ROCK",-0.297342060075412,"F",12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12
"57R",2001,"PYRAMID ROCK",0.0320358625515991,"F",12,12,12,12,12,6,12,12,12,12,12,12,12,12,12,12,12,12,12
"57Y",2002,"SOUTH SEAL ROCK",0.399418930097112,"M",12,12,2,3,12,12,12,12,12,9,10,11,12,12,12,12,12,12,12
"580R",2007,"PYRAMID ROCK",0.399418930097112,"M",12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12
"580Y",2015,"PYRAMID ROCK",0.0573726258306004,"F",12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,3,4,12
"581R",2007,"PYRAMID ROCK",0.0953777707491013,"F",12,12,12,12,12,12,1,2,3,4,5,6,7,8,9,10,11,11,11
"581Y",2015,"PYRAMID ROCK",0.285403495341608,"F",12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2,3,4,5
"582R",2007,"PYRAMID ROCK",0.0573726258306004,"F",12,12,12,12,12,12,1,2,3,4,5,6,7,8,9,10,11,11,12
"582Y",2015,"PYRAMID ROCK",-0.335347204993914,"F",12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,12,12,12,12
"583R",2007,"PYRAMID ROCK",0.222061587144106,"F",12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12
"583Y",2015,"PYRAMID ROCK",0.171388060586104,"F",12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,2,3,12,5
"584R",2007,"PYRAMID ROCK",0.716128471084623,"M",12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12,12,12
