"AnimalID","SiteName","Beach","Region","Time","Sex","Age","Behavior","Platform","date","datetime","pup_evidence"
"274R","SEA LION CAVES",NA,"OREGON",1050,"UNK","P",NA,NA,"01/29/2004",2004-01-29 10:50:00,NA
"274R","ROGUE REEF",NA,"OREGON",0,"UNK","P",NA,NA,"04/30/2004",2004-04-30 00:00:00,NA
"274R","PYRAMID ROCK",NA,"OREGON",0,NA,"J",NA,NA,"05/03/2004",2004-05-03 00:00:00,NA
"274R","PYRAMID ROCK",NA,"OREGON",918,NA,"J",NA,NA,"05/17/2004",2004-05-17 09:18:00,NA
"274R","PYRAMID ROCK",NA,"OREGON",922,NA,"J",NA,NA,"05/21/2004",2004-05-21 09:22:00,NA
"274R","PYRAMID ROCK",NA,"OREGON",1102,NA,"J",NA,NA,"05/24/2004",2004-05-24 11:02:00,NA
"274R","PYRAMID ROCK",NA,"OREGON",1147,NA,"J",NA,NA,"05/28/2004",2004-05-28 11:47:00,NA
"274R","PYRAMID ROCK",NA,"OREGON",948,NA,"J",NA,NA,"06/10/2004",2004-06-10 09:48:00,NA
"274R","PYRAMID ROCK",NA,"OREGON",1835,NA,"J",NA,NA,"06/14/2004",2004-06-14 18:35:00,NA
"274R","PYRAMID ROCK",NA,"OREGON",1532,NA,"J",NA,NA,"06/29/2004",2004-06-29 15:32:00,NA
"274R","PYRAMID ROCK",NA,"OREGON",1959,NA,"J",NA,NA,"06/30/2004",2004-06-30 19:59:00,NA
"274R","PYRAMID ROCK",NA,"OREGON",1452,NA,"J",NA,NA,"07/09/2004",2004-07-09 14:52:00,NA
"274R","PYRAMID ROCK",NA,"OREGON",1440,NA,"J",NA,NA,"07/11/2004",2004-07-11 14:40:00,NA
"274R","PYRAMID ROCK",NA,"OREGON",1754,NA,"J",NA,NA,"07/22/2004",2004-07-22 17:54:00,NA
"274R","CAPE ARAGO",NA,"OREGON",1056,"UNK","J",NA,NA,"10/09/2004",2004-10-09 10:56:00,NA
"274R","CAPE ARAGO",NA,"OREGON",800,"UNK","J",NA,NA,"10/10/2004",2004-10-10 08:00:00,NA
"274R","CAPE ARAGO",NA,"OREGON",900,"UNK","J",NA,NA,"10/30/2004",2004-10-30 09:00:00,NA
"274R","CAPE ARAGO",NA,"OREGON",800,"UNK","J",NA,NA,"11/21/2004",2004-11-21 08:00:00,NA
"274R","SEA LION CAVES",NA,"OREGON",1515,NA,"J",NA,NA,"01/10/2005",2005-01-10 15:15:00,NA
"274R","SEA LION CAVES",NA,"OREGON",1200,"UNK","J",NA,NA,"01/15/2005",2005-01-15 12:00:00,NA
"274R","SEA LION CAVES",NA,"OREGON",1200,"UNK","J",NA,NA,"01/22/2005",2005-01-22 12:00:00,NA
"274R","SEA LION CAVES",NA,"OREGON",1200,"UNK","J",NA,NA,"02/27/2005",2005-02-27 12:00:00,NA
"274R","SEA LION CAVES",NA,"OREGON",1200,"UNK","J",NA,NA,"03/19/2005",2005-03-19 12:00:00,NA
"274R","SEA LION CAVES",NA,"OREGON",1200,"UNK","J",NA,NA,"03/21/2005",2005-03-21 12:00:00,NA
"274R","SEA LION CAVES",NA,"OREGON",1113,"UNK","J",NA,NA,"04/10/2005",2005-04-10 11:13:00,NA
"274R","SEA LION CAVES",NA,"OREGON",1200,"UNK","J",NA,NA,"04/23/2005",2005-04-23 12:00:00,NA
"274R","SEA LION CAVES",NA,"OREGON",1402,"UNK","J",NA,NA,"04/30/2005",2005-04-30 14:02:00,NA
"274R","SEA LION CAVES",NA,"OREGON",1200,"UNK","J",NA,NA,"05/22/2005",2005-05-22 12:00:00,NA
"274R","SEA LION CAVES",NA,"OREGON",1200,"UNK","J",NA,NA,"06/04/2005",2005-06-04 12:00:00,NA
"274R","SEA LION CAVES",NA,"OREGON",1200,"UNK","J",NA,NA,"06/12/2005",2005-06-12 12:00:00,NA
"274R","SEA LION CAVES",NA,"OREGON",1200,"UNK","J",NA,NA,"06/13/2005",2005-06-13 12:00:00,NA
"274R","SEA LION CAVES",NA,"OREGON",1200,"UNK","J",NA,NA,"06/18/2005",2005-06-18 12:00:00,NA
"274R","SEA LION CAVES",NA,"OREGON",1200,"UNK","J",NA,NA,"06/19/2005",2005-06-19 12:00:00,NA
"274R","SEA LION CAVES",NA,"OREGON",1200,"UNK","J",NA,NA,"07/01/2005",2005-07-01 12:00:00,NA
"274R","SEA LION CAVES",NA,"OREGON",1200,"UNK","J",NA,NA,"07/02/2005",2005-07-02 12:00:00,NA
"274R","SEA LION CAVES",NA,"OREGON",1200,"UNK","J",NA,NA,"07/08/2005",2005-07-08 12:00:00,NA
"274R","SEA LION CAVES",NA,"OREGON",1200,"UNK","J",NA,NA,"07/09/2005",2005-07-09 12:00:00,NA
"274R","SEA LION CAVES",NA,"OREGON",1200,"UNK","J",NA,NA,"07/19/2005",2005-07-19 12:00:00,NA
"274R","CAPE ARAGO",NA,"OREGON",840,"UNK","J",NA,NA,"09/20/2005",2005-09-20 08:40:00,NA
"274R","CAPE ARAGO",NA,"OREGON",956,"UNK","J",NA,NA,"10/13/2005",2005-10-13 09:56:00,NA
"274R","SEA LION CAVES",NA,"OREGON",1200,"UNK","J",NA,NA,"11/21/2005",2005-11-21 12:00:00,NA
"274R","SEA LION CAVES",NA,"OREGON",1200,"UNK","J",NA,NA,"11/26/2005",2005-11-26 12:00:00,NA
"274R","SEA LION CAVES",NA,"OREGON",1200,"UNK","J",NA,NA,"11/27/2005",2005-11-27 12:00:00,NA
"274R","SEA LION CAVES",NA,"OREGON",1200,"UNK","J",NA,NA,"12/26/2005",2005-12-26 12:00:00,NA
"274R","SEA LION CAVES",NA,"OREGON",1200,"F",NA,NA,NA,"03/13/2006",2006-03-13 12:00:00,NA
"274R","SEA LION CAVES",NA,"OREGON",1200,"UNK","J",NA,NA,"03/19/2006",2006-03-19 12:00:00,NA
"274R","SEA LION CAVES",NA,"OREGON",1200,"UNK","J",NA,NA,"04/09/2006",2006-04-09 12:00:00,NA
"274R","SEA LION CAVES",NA,"OREGON",1200,"F",NA,NA,NA,"04/19/2006",2006-04-19 12:00:00,NA
"274R","SEA LION CAVES",NA,"OREGON",1200,"UNK","J",NA,NA,"05/21/2006",2006-05-21 12:00:00,NA
"274R","SEA LION CAVES",NA,"OREGON",1200,"UNK","J",NA,NA,"05/28/2006",2006-05-28 12:00:00,NA
"274R","SEA LION CAVES",NA,"OREGON",1200,"UNK","J",NA,NA,"05/29/2006",2006-05-29 12:00:00,NA
"274R","SEA LION CAVES",NA,"OREGON",1200,NA,NA,NA,NA,"06/23/2006",2006-06-23 12:00:00,NA
"274R","SEA LION CAVES",NA,"OREGON",1200,NA,NA,NA,NA,"07/09/2006",2006-07-09 12:00:00,NA
"274R","SEA LION CAVES",NA,"OREGON",1200,NA,NA,NA,NA,"12/12/2006",2006-12-12 12:00:00,NA
"274R","SEA LION CAVES",NA,"OREGON",1200,NA,NA,NA,NA,"01/29/2007",2007-01-29 12:00:00,NA
"274R","SEA LION CAVES",NA,"OREGON",1200,NA,NA,NA,NA,"03/16/2007",2007-03-16 12:00:00,NA
"274R","PYRAMID ROCK",NA,"OREGON",1700,"F","A",NA,NA,"06/26/2007",2007-06-26 17:00:00,NA
"274R","PYRAMID ROCK",NA,"OREGON",1420,NA,NA,NA,NA,"06/27/2007",2007-06-27 14:20:00,NA
"274R","PYRAMID ROCK",NA,"OREGON",1200,NA,NA,NA,NA,"07/19/2007",2007-07-19 12:00:00,NA
"274R","PYRAMID ROCK",NA,"OREGON",1200,NA,NA,NA,NA,"07/21/2007",2007-07-21 12:00:00,NA
"274R","PYRAMID ROCK",NA,"OREGON",1251,NA,NA,NA,NA,"07/12/2008",2008-07-12 12:51:00,NA
"274R","PYRAMID ROCK",NA,"OREGON",1542,NA,NA,NA,NA,"07/13/2008",2008-07-13 15:42:00,NA
"274R","PYRAMID ROCK",NA,"OREGON",1403,"F",NA,NA,NA,"07/15/2008",2008-07-15 14:03:00,NA
"274R","PYRAMID ROCK",NA,"OREGON",1615,NA,NA,NA,NA,"07/26/2008",2008-07-26 16:15:00,NA
"274R","PYRAMID ROCK",NA,"OREGON",1609,NA,NA,NA,NA,"07/27/2008",2008-07-27 16:09:00,NA
"274R","PYRAMID ROCK",NA,"OREGON",1325,NA,NA,NA,NA,"08/14/2008",2008-08-14 13:25:00,NA
"274R","SEA LION CAVES",NA,"OREGON",1200,"F",NA,NA,NA,"12/29/2008",2008-12-29 12:00:00,NA
"274R","SEA LION CAVES",NA,"OREGON",1200,"F",NA,NA,NA,"12/30/2008",2008-12-30 12:00:00,NA
"274R","SEA LION CAVES",NA,"OREGON",1200,"F",NA,NA,NA,"01/23/2009",2009-01-23 12:00:00,NA
"274R","SEA LION CAVES",NA,"OREGON",1200,"F",NA,NA,NA,"02/01/2009",2009-02-01 12:00:00,NA
"274R","SEA LION CAVES",NA,"OREGON",1200,"F",NA,NA,NA,"02/06/2009",2009-02-06 12:00:00,NA
"274R","SEA LION CAVES",NA,"OREGON",1200,"F",NA,NA,NA,"02/12/2009",2009-02-12 12:00:00,NA
"274R","SEA LION CAVES",NA,"OREGON",1200,"F",NA,NA,NA,"05/05/2009",2009-05-05 12:00:00,NA
"274R","SEA LION CAVES",NA,"OREGON",1200,"F",NA,NA,NA,"05/08/2009",2009-05-08 12:00:00,NA
"274R","SEA LION CAVES",NA,"OREGON",1200,"F",NA,NA,NA,"05/10/2009",2009-05-10 12:00:00,NA
"274R","SEA LION CAVES",NA,"OREGON",1200,"F",NA,NA,NA,"05/11/2009",2009-05-11 12:00:00,NA
"274R","SEA LION CAVES",NA,"OREGON",1200,"F",NA,NA,NA,"05/13/2009",2009-05-13 12:00:00,NA
"274R","SEA LION CAVES",NA,"OREGON",1200,"F",NA,NA,NA,"05/14/2009",2009-05-14 12:00:00,NA
"274R","SEA LION CAVES",NA,"OREGON",1200,"F",NA,NA,NA,"05/15/2009",2009-05-15 12:00:00,NA
"274R","SEA LION CAVES",NA,"OREGON",1200,"F",NA,NA,NA,"05/21/2009",2009-05-21 12:00:00,NA
"274R","SEA LION CAVES",NA,"OREGON",1200,"F",NA,NA,NA,"05/28/2009",2009-05-28 12:00:00,NA
"274R","SEA LION CAVES",NA,"OREGON",1200,"F",NA,NA,NA,"06/10/2009",2009-06-10 12:00:00,NA
"274R","SEA LION CAVES",NA,"OREGON",1200,"F",NA,NA,NA,"06/11/2009",2009-06-11 12:00:00,NA
"274R","SEA LION CAVES",NA,"OREGON",1200,"F",NA,NA,NA,"06/17/2009",2009-06-17 12:00:00,NA
"274R","SEA LION CAVES",NA,"OREGON",1200,"F",NA,NA,NA,"06/19/2009",2009-06-19 12:00:00,NA
"274R","SEA LION CAVES",NA,"OREGON",1200,"F",NA,NA,NA,"06/20/2009",2009-06-20 12:00:00,NA
"274R","SEA LION CAVES",NA,"OREGON",1200,"F",NA,NA,NA,"06/29/2009",2009-06-29 12:00:00,NA
"274R","SEA LION CAVES",NA,"OREGON",1200,"F",NA,NA,NA,"07/13/2009",2009-07-13 12:00:00,NA
"274R","SEA LION CAVES",NA,"OREGON",1200,"F",NA,NA,NA,"07/14/2009",2009-07-14 12:00:00,NA
"274R","SEA LION CAVES",NA,"OREGON",1200,"F",NA,NA,NA,"07/15/2009",2009-07-15 12:00:00,NA
"274R","SEA LION CAVES",NA,"OREGON",1430,NA,NA,NA,NA,"07/16/2009",2009-07-16 14:30:00,NA
"274R","SEA LION CAVES",NA,"OREGON",1200,"F",NA,NA,NA,"07/17/2009",2009-07-17 12:00:00,NA
"274R","SEA LION CAVES",NA,"OREGON",1200,"F",NA,NA,NA,"07/19/2009",2009-07-19 12:00:00,NA
"274R","SEA LION CAVES",NA,"OREGON",1200,"F",NA,NA,NA,"07/22/2009",2009-07-22 12:00:00,NA
"274R","SEA LION CAVES",NA,"OREGON",1200,"F",NA,NA,NA,"07/28/2009",2009-07-28 12:00:00,NA
"274R","SEA LION CAVES",NA,"OREGON",1145,NA,NA,NA,NA,"07/29/2009",2009-07-29 11:45:00,NA
"274R","SEA LION CAVES",NA,"OREGON",1200,"F",NA,NA,NA,"08/04/2009",2009-08-04 12:00:00,NA
"274R","PYRAMID ROCK",NA,"OREGON",1200,NA,NA,NA,NA,"07/12/2011",2011-07-12 12:00:00,NA
"274R","SAINT GEORGE REEF S SEAL ROCK",NA,"CALIF",1200,"F","A",NA,NA,"07/20/2012",2012-07-20 12:00:00,NA
"274R","PYRAMID ROCK",NA,"OREGON",1200,NA,NA,NA,NA,"08/20/2013",2013-08-20 12:00:00,NA
"274R","PYRAMID ROCK",NA,"OREGON",0,"F",NA,NA,NA,"06/14/2015",2015-06-14 00:00:00,NA
"274R","PYRAMID ROCK",NA,"OREGON",1200,"F","A",NA,NA,"07/13/2015",2015-07-13 12:00:00,NA
"274R","PYRAMID ROCK",NA,"OREGON",1200,"F","A",NA,NA,"08/02/2015",2015-08-02 12:00:00,NA
"274R","PYRAMID ROCK",NA,"OREGON",1200,"F","A",NA,NA,"08/10/2015",2015-08-10 12:00:00,NA
"274R","PYRAMID ROCK",NA,"OREGON",0,"F",NA,NA,NA,"06/11/2016",2016-06-11 00:00:00,NA
"274R","PYRAMID ROCK",NA,"OREGON",1200,"F","A",NA,NA,"09/14/2016",2016-09-14 12:00:00,NA
"274Y","PATRICKS POINT",NA,"CALIF",1145,"UNK","J",NA,NA,"09/18/2005",2005-09-18 11:45:00,NA
"274Y","OTTER ROCK CALIF",NA,"CALIF",1200,NA,NA,NA,NA,"06/03/2007",2007-06-03 12:00:00,NA
"274Y","OTTER ROCK CALIF",NA,"CALIF",1200,NA,NA,NA,NA,"06/08/2007",2007-06-08 12:00:00,NA
"274Y","OTTER ROCK CALIF",NA,"CALIF",1200,NA,NA,NA,NA,"07/01/2007",2007-07-01 12:00:00,NA
"274Y","SAINT GEORGE REEF S SEAL ROCK",NA,"CALIF",1200,NA,NA,NA,NA,"07/13/2007",2007-07-13 12:00:00,NA
"274Y","SAINT GEORGE REEF S SEAL ROCK",NA,"CALIF",1200,NA,NA,NA,NA,"06/19/2008",2008-06-19 12:00:00,NA
"274Y","READING ROCK",NA,"CALIF",1200,NA,NA,NA,NA,"03/24/2009",2009-03-24 12:00:00,NA
"274Y","PATRICKS POINT",NA,"CALIF",1200,NA,NA,NA,NA,"04/30/2009",2009-04-30 12:00:00,NA
"274Y","SAINT GEORGE REEF S SEAL ROCK",NA,"CALIF",1200,NA,NA,NA,NA,"07/22/2009",2009-07-22 12:00:00,NA
"274Y","PATRICKS POINT",NA,"CALIF",1200,NA,NA,NA,NA,"05/14/2010",2010-05-14 12:00:00,NA
"274Y","PATRICKS POINT",NA,"CALIF",1200,NA,NA,NA,NA,"05/22/2010",2010-05-22 12:00:00,NA
"274Y","SAINT GEORGE REEF S SEAL ROCK",NA,"CALIF",1330,NA,NA,NA,NA,"07/09/2010",2010-07-09 13:30:00,NA
"274Y","SAINT GEORGE REEF S SEAL ROCK",NA,"CALIF",1200,NA,NA,NA,NA,"07/24/2010",2010-07-24 12:00:00,NA
"274Y","SAINT GEORGE REEF S SEAL ROCK",NA,"CALIF",1300,NA,NA,NA,NA,"09/12/2010",2010-09-12 13:00:00,NA
"274Y","PATRICKS POINT",NA,"CALIF",1200,NA,NA,NA,NA,"05/19/2011",2011-05-19 12:00:00,NA
"274Y","SAINT GEORGE REEF S SEAL ROCK",NA,"CALIF",1200,NA,NA,NA,NA,"06/01/2011",2011-06-01 12:00:00,NA
"274Y","SAINT GEORGE REEF N SEAL ROCK",NA,"CALIF",1200,NA,NA,NA,NA,"06/04/2011",2011-06-04 12:00:00,NA
"274Y","SAINT GEORGE REEF S SEAL ROCK",NA,"CALIF",1200,NA,NA,NA,NA,"07/13/2011",2011-07-13 12:00:00,NA
"274Y","SAINT GEORGE REEF S SEAL ROCK",NA,"CALIF",1200,"F","A",NA,NA,"06/23/2012",2012-06-23 12:00:00,NA
"274Y","SAINT GEORGE REEF S SEAL ROCK",NA,"CALIF",1200,"F","A",NA,NA,"06/28/2012",2012-06-28 12:00:00,NA
"274Y","SAINT GEORGE REEF S SEAL ROCK",NA,"CALIF",1200,"F","A",NA,NA,"07/20/2012",2012-07-20 12:00:00,NA
"274Y","SAINT GEORGE REEF S SEAL ROCK",NA,"CALIF",1200,"F","A",NA,NA,"08/04/2012",2012-08-04 12:00:00,NA
"274Y","READING ROCK",NA,"CALIF",1200,"F","A",NA,NA,"08/18/2012",2012-08-18 12:00:00,NA
"274Y","SAINT GEORGE REEF S SEAL ROCK",NA,"CALIF",1200,"F","A",NA,NA,"08/06/2013",2013-08-06 12:00:00,NA
"274Y","SAINT GEORGE REEF S SEAL ROCK",NA,"CALIF",1200,"F","A",NA,NA,"08/11/2013",2013-08-11 12:00:00,NA
"274Y","SAINT GEORGE REEF S SEAL ROCK",NA,"CALIF",1200,"F","A",NA,NA,"06/19/2014",2014-06-19 12:00:00,NA
"274Y","SAINT GEORGE REEF S SEAL ROCK",NA,"CALIF",1200,"F","A",NA,NA,"06/23/2014",2014-06-23 12:00:00,NA
"274Y","SAINT GEORGE REEF S SEAL ROCK",NA,"CALIF",1200,"F","A",NA,NA,"06/26/2014",2014-06-26 12:00:00,NA
"274Y","SAINT GEORGE REEF S SEAL ROCK",NA,"CALIF",1200,"F","A",NA,NA,"07/11/2014",2014-07-11 12:00:00,NA
"274Y","SAINT GEORGE REEF S SEAL ROCK",NA,"CALIF",1200,"F","A",NA,NA,"07/21/2014",2014-07-21 12:00:00,NA
"274Y","SAINT GEORGE REEF S SEAL ROCK",NA,"CALIF",1200,"F","A",NA,NA,"07/30/2014",2014-07-30 12:00:00,NA
"274Y","SAINT GEORGE REEF S SEAL ROCK",NA,"CALIF",1200,"F","A",NA,NA,"06/27/2015",2015-06-27 12:00:00,NA
"274Y","SAINT GEORGE REEF S SEAL ROCK",NA,"CALIF",1200,"F","A",NA,NA,"07/12/2015",2015-07-12 12:00:00,NA
"275R","PYRAMID ROCK",NA,"OREGON",1350,NA,"P",NA,NA,"07/15/2003",2003-07-15 13:50:00,NA
"275R","SEA LION GULCH",NA,"CALIF",1450,NA,"J",NA,NA,"05/25/2004",2004-05-25 14:50:00,NA
"275R","PYRAMID ROCK",NA,"OREGON",1603,NA,"J",NA,NA,"07/25/2004",2004-07-25 16:03:00,NA
"275R","PATRICKS POINT",NA,"CALIF",1630,"UNK","J",NA,NA,"07/29/2004",2004-07-29 16:30:00,NA
"275R","CASCADE HEAD",NA,"OREGON",0,NA,"J",NA,NA,"08/28/2004",2004-08-28 00:00:00,NA
"275R","CASCADE HEAD",NA,"OREGON",830,"UNK","J",NA,NA,"08/29/2004",2004-08-29 08:30:00,NA
"275R","CAPE ARAGO",NA,"OREGON",840,"UNK","J",NA,NA,"12/15/2004",2004-12-15 08:40:00,NA
"275R","ROGUE REEF",NA,"OREGON",800,"UNK","P",NA,NA,"09/13/2005",2005-09-13 08:00:00,NA
"275R","CASCADE HEAD",NA,"OREGON",1200,NA,NA,NA,NA,"12/06/2005",2005-12-06 12:00:00,NA
"275R","CAPE ARAGO",NA,"OREGON",1200,"UNK","P",NA,NA,"12/16/2005",2005-12-16 12:00:00,NA
"275R","PYRAMID ROCK",NA,"OREGON",1200,NA,NA,NA,NA,"07/13/2006",2006-07-13 12:00:00,NA
"275R","OTTER ROCK CALIF",NA,"CALIF",1200,NA,NA,NA,NA,"08/11/2007",2007-08-11 12:00:00,NA
"275R","PATRICKS POINT",NA,"CALIF",1100,NA,NA,NA,NA,"06/05/2008",2008-06-05 11:00:00,NA
"275R","PATRICKS POINT",NA,"CALIF",1030,NA,NA,NA,NA,"07/03/2008",2008-07-03 10:30:00,NA
"275R","PATRICKS POINT",NA,"CALIF",1200,NA,NA,NA,NA,"06/13/2009",2009-06-13 12:00:00,NA
"275R","PYRAMID ROCK",NA,"OREGON",1425,NA,NA,NA,NA,"07/28/2009",2009-07-28 14:25:00,NA
"275R","PACHENA",NA,"BC",1600,NA,NA,NA,NA,"12/12/2009",2009-12-12 16:00:00,NA
"275R","PYRAMID ROCK",NA,"OREGON",1722,NA,NA,NA,NA,"05/13/2010",2010-05-13 17:22:00,NA
"275R","PYRAMID ROCK",NA,"OREGON",945,"M",NA,NA,NA,"05/15/2010",2010-05-15 09:45:00,NA
"275R","PACHENA",NA,"BC",1200,NA,NA,NA,NA,"09/01/2010",2010-09-01 12:00:00,NA
"275R","PATRICKS POINT",NA,"CALIF",1200,NA,NA,NA,NA,"06/29/2011",2011-06-29 12:00:00,NA
"275R","PYRAMID ROCK",NA,"OREGON",1200,"M","A",NA,NA,"07/18/2012",2012-07-18 12:00:00,NA
"275R","SEA LION ROCK JAGGED ISLAND",NA,"WASH",1200,"M","A",NA,NA,"09/26/2012",2012-09-26 12:00:00,NA
"275R","PYRAMID ROCK",NA,"OREGON",1200,NA,NA,NA,NA,"07/11/2014",2014-07-11 12:00:00,NA
"275Y","PYRAMID ROCK",NA,"OREGON",1038,NA,"P",NA,NA,"07/22/2004",2004-07-22 10:38:00,NA
"275Y","PYRAMID ROCK",NA,"OREGON",1119,NA,"P",NA,NA,"07/28/2004",2004-07-28 11:19:00,NA
"275Y","PYRAMID ROCK",NA,"OREGON",1503,NA,"P",NA,NA,"07/29/2004",2004-07-29 15:03:00,NA
"275Y","PYRAMID ROCK",NA,"OREGON",856,NA,"P",NA,NA,"08/03/2004",2004-08-03 08:56:00,NA
"275Y","PYRAMID ROCK",NA,"OREGON",844,NA,"P",NA,NA,"08/11/2004",2004-08-11 08:44:00,NA
"275Y","PYRAMID ROCK",NA,"OREGON",922,NA,"P",NA,NA,"08/12/2004",2004-08-12 09:22:00,NA
"275Y","PYRAMID ROCK",NA,"OREGON",1251,NA,"P",NA,NA,"08/19/2004",2004-08-19 12:51:00,NA
"275Y","PYRAMID ROCK",NA,"OREGON",1500,NA,"P",NA,NA,"08/20/2004",2004-08-20 15:00:00,NA
"275Y","PYRAMID ROCK",NA,"OREGON",903,NA,"P",NA,NA,"08/25/2004",2004-08-25 09:03:00,NA
"275Y","PYRAMID ROCK",NA,"OREGON",1641,NA,"P",NA,NA,"09/13/2004",2004-09-13 16:41:00,NA
"275Y","PYRAMID ROCK",NA,"OREGON",1341,NA,"P",NA,NA,"09/28/2004",2004-09-28 13:41:00,NA
"275Y","PYRAMID ROCK",NA,"OREGON",1113,NA,"P",NA,NA,"09/30/2004",2004-09-30 11:13:00,NA
"275Y","PYRAMID ROCK",NA,"OREGON",1301,NA,"P",NA,NA,"10/04/2004",2004-10-04 13:01:00,NA
"275Y","CARROLL ISLAND",NA,"WASH",1313,NA,NA,NA,NA,"05/26/2005",2005-05-26 13:13:00,NA
"275Y","CHEARNLEY INLET",NA,"BC",1200,NA,NA,NA,NA,"08/25/2006",2006-08-25 12:00:00,NA
"275Y","W ROCK",NA,"SE_AK",1551,NA,NA,NA,NA,"07/10/2007",2007-07-10 15:51:00,NA
"276R","PYRAMID ROCK",NA,"OREGON",1305,NA,"P",NA,NA,"07/18/2003",2003-07-18 13:05:00,NA
"276R","PYRAMID ROCK",NA,"OREGON",1149,NA,"P",NA,NA,"08/26/2003",2003-08-26 11:49:00,NA
"276R","PYRAMID ROCK",NA,"OREGON",1329,NA,"P",NA,NA,"10/09/2003",2003-10-09 13:29:00,NA
"276R","PYRAMID ROCK",NA,"OREGON",907,NA,"J",NA,NA,"06/02/2004",2004-06-02 09:07:00,NA
"276R","PYRAMID ROCK",NA,"OREGON",925,NA,"J",NA,NA,"06/04/2004",2004-06-04 09:25:00,NA
"276R","PYRAMID ROCK",NA,"OREGON",1009,NA,"J",NA,NA,"06/07/2004",2004-06-07 10:09:00,NA
"276R","PYRAMID ROCK",NA,"OREGON",904,NA,"J",NA,NA,"06/08/2004",2004-06-08 09:04:00,NA
"276R","PYRAMID ROCK",NA,"OREGON",915,NA,"J",NA,NA,"06/09/2004",2004-06-09 09:15:00,NA
"276R","PYRAMID ROCK",NA,"OREGON",1013,NA,"J",NA,NA,"06/10/2004",2004-06-10 10:13:00,NA
"276R","PYRAMID ROCK",NA,"OREGON",813,NA,"J",NA,NA,"06/21/2004",2004-06-21 08:13:00,NA
"276R","PYRAMID ROCK",NA,"OREGON",1206,NA,"J",NA,NA,"06/22/2004",2004-06-22 12:06:00,NA
"276R","PYRAMID ROCK",NA,"OREGON",810,NA,"J",NA,NA,"06/23/2004",2004-06-23 08:10:00,NA
"276R","PYRAMID ROCK",NA,"OREGON",1441,NA,"J",NA,NA,"06/24/2004",2004-06-24 14:41:00,NA
"276R","PYRAMID ROCK",NA,"OREGON",728,NA,"J",NA,NA,"06/25/2004",2004-06-25 07:28:00,NA
"276R","PYRAMID ROCK",NA,"OREGON",730,NA,"J",NA,NA,"06/29/2004",2004-06-29 07:30:00,NA
"276R","PYRAMID ROCK",NA,"OREGON",815,NA,"J",NA,NA,"06/30/2004",2004-06-30 08:15:00,NA
"276R","PYRAMID ROCK",NA,"OREGON",1045,NA,"J",NA,NA,"07/14/2004",2004-07-14 10:45:00,NA
"276R","PYRAMID ROCK",NA,"OREGON",1530,NA,"J",NA,NA,"07/25/2004",2004-07-25 15:30:00,NA
"276R","PYRAMID ROCK",NA,"OREGON",1532,NA,"J",NA,NA,"07/28/2004",2004-07-28 15:32:00,NA
"276R","PYRAMID ROCK",NA,"OREGON",1731,NA,"J",NA,NA,"08/10/2004",2004-08-10 17:31:00,NA
"276R","PYRAMID ROCK",NA,"OREGON",828,NA,"J",NA,NA,"08/16/2004",2004-08-16 08:28:00,NA
"276R","PYRAMID ROCK",NA,"OREGON",1359,NA,"J",NA,NA,"08/19/2004",2004-08-19 13:59:00,NA
"276R","PYRAMID ROCK",NA,"OREGON",1620,NA,"J",NA,NA,"09/09/2004",2004-09-09 16:20:00,NA
"276R","PYRAMID ROCK",NA,"OREGON",1113,NA,"J",NA,NA,"09/13/2004",2004-09-13 11:13:00,NA
"276R","PYRAMID ROCK",NA,"OREGON",1419,NA,"J",NA,NA,"09/14/2004",2004-09-14 14:19:00,NA
"276R","PYRAMID ROCK",NA,"OREGON",1607,NA,"J",NA,NA,"09/15/2004",2004-09-15 16:07:00,NA
"276R","PYRAMID ROCK",NA,"OREGON",848,NA,"J",NA,NA,"09/16/2004",2004-09-16 08:48:00,NA
"276R","PYRAMID ROCK",NA,"OREGON",837,NA,"J",NA,NA,"09/20/2004",2004-09-20 08:37:00,NA
"276R","PYRAMID ROCK",NA,"OREGON",1018,NA,"J",NA,NA,"09/21/2004",2004-09-21 10:18:00,NA
"276R","PYRAMID ROCK",NA,"OREGON",1025,NA,"J",NA,NA,"09/22/2004",2004-09-22 10:25:00,NA
"276R","CAPE ARAGO",NA,"OREGON",1056,"UNK","J",NA,NA,"10/09/2004",2004-10-09 10:56:00,NA
"276R","CAPE ARAGO",NA,"OREGON",800,"UNK","P",NA,NA,"10/10/2004",2004-10-10 08:00:00,NA
"276R","SEA LION GULCH",NA,"CALIF",1145,"UNK","J",NA,NA,"05/07/2005",2005-05-07 11:45:00,NA
"276R","PYRAMID ROCK",NA,"OREGON",1511,"UNK","P",NA,NA,"07/23/2005",2005-07-23 15:11:00,NA
"276R","PYRAMID ROCK",NA,"OREGON",1616,"UNK","P",NA,NA,"07/30/2005",2005-07-30 16:16:00,NA
"276R","PYRAMID ROCK",NA,"OREGON",1810,"UNK","P",NA,NA,"08/07/2005",2005-08-07 18:10:00,NA
"276R","PYRAMID ROCK",NA,"OREGON",1413,"UNK","P",NA,NA,"08/15/2005",2005-08-15 14:13:00,NA
"276R","PYRAMID ROCK",NA,"OREGON",1841,"UNK","J",NA,NA,"08/30/2005",2005-08-30 18:41:00,NA
"276R","PYRAMID ROCK",NA,"OREGON",1152,"UNK","J",NA,NA,"08/31/2005",2005-08-31 11:52:00,NA
