"AnimalID","SiteName","Beach","Region","Time","Sex","Age","Behavior","Platform","date","datetime","pup_evidence"
"460R","ROGUE REEF",NA,"OREGON",900,"UNK","P",NA,NA,"09/04/2005",2005-09-04 09:00:00,NA
"460R","ROGUE REEF",NA,"OREGON",800,"UNK","P",NA,NA,"09/13/2005",2005-09-13 08:00:00,NA
"460Y","ROGUE REEF",NA,"OREGON",1200,NA,NA,NA,NA,"09/11/2013",2013-09-11 12:00:00,NA
"460Y","E BODELTEH ISLAND",NA,"WASH",1200,NA,"J",NA,NA,"10/08/2014",2014-10-08 12:00:00,NA
"460Y","E BODELTEH ISLAND",NA,"WASH",1200,NA,"J",NA,NA,"10/09/2014",2014-10-09 12:00:00,NA
"460Y","RACE ROCKS",NA,"BC",1200,NA,"J",NA,NA,"04/28/2015",2015-04-28 12:00:00,NA
"460Y","CARROLL ISLAND",NA,"WASH",1200,NA,"J",NA,NA,"05/20/2015",2015-05-20 12:00:00,NA
"460Y","CARMANAH POINT",NA,"BC",1200,NA,"J",NA,NA,"07/23/2015",2015-07-23 12:00:00,NA
"460Y","CARMANAH POINT",NA,"BC",1200,NA,"J",NA,NA,"08/03/2015",2015-08-03 12:00:00,NA
"460Y","CARMANAH POINT",NA,"BC",1200,NA,"J",NA,NA,"06/07/2017",2017-06-07 12:00:00,NA
"460Y","CARMANAH POINT",NA,"BC",1200,"M","J",NA,NA,"08/22/2017",2017-08-22 12:00:00,NA
"460Y","BOILING REEF",NA,"BC",1200,NA,"J",NA,NA,"04/18/2019",2019-04-18 12:00:00,NA
"460Y","CARROLL ISLAND",NA,"WASH",1200,"M",NA,NA,NA,"07/01/2019",2019-07-01 12:00:00,NA
"461R","PYRAMID ROCK",NA,"OREGON",2031,"UNK","P",NA,NA,"07/21/2005",2005-07-21 20:31:00,NA
"461R","PYRAMID ROCK",NA,"OREGON",1918,"UNK","P",NA,NA,"07/22/2005",2005-07-22 19:18:00,NA
"461R","PYRAMID ROCK",NA,"OREGON",1600,"UNK","P",NA,NA,"07/26/2005",2005-07-26 16:00:00,NA
"461R","PYRAMID ROCK",NA,"OREGON",1858,"UNK","P",NA,NA,"07/29/2005",2005-07-29 18:58:00,NA
"461R","PYRAMID ROCK",NA,"OREGON",1459,"UNK","P",NA,NA,"07/30/2005",2005-07-30 14:59:00,NA
"461R","PYRAMID ROCK",NA,"OREGON",1727,"UNK","P",NA,NA,"07/31/2005",2005-07-31 17:27:00,NA
"461R","PYRAMID ROCK",NA,"OREGON",1155,"UNK","P",NA,NA,"08/01/2005",2005-08-01 11:55:00,NA
"461R","PYRAMID ROCK",NA,"OREGON",1941,"UNK","P",NA,NA,"08/02/2005",2005-08-02 19:41:00,NA
"461R","PYRAMID ROCK",NA,"OREGON",1834,"UNK","P",NA,NA,"08/03/2005",2005-08-03 18:34:00,NA
"461R","PYRAMID ROCK",NA,"OREGON",1906,"UNK","P",NA,NA,"08/04/2005",2005-08-04 19:06:00,NA
"461R","PYRAMID ROCK",NA,"OREGON",1403,"UNK","P",NA,NA,"08/05/2005",2005-08-05 14:03:00,NA
"461R","PYRAMID ROCK",NA,"OREGON",1534,"UNK","P",NA,NA,"08/06/2005",2005-08-06 15:34:00,NA
"461R","PYRAMID ROCK",NA,"OREGON",1914,"UNK","P",NA,NA,"08/08/2005",2005-08-08 19:14:00,NA
"461R","PYRAMID ROCK",NA,"OREGON",1407,"UNK","P",NA,NA,"08/10/2005",2005-08-10 14:07:00,NA
"461R","PYRAMID ROCK",NA,"OREGON",1111,"UNK","P",NA,NA,"08/11/2005",2005-08-11 11:11:00,NA
"461R","PYRAMID ROCK",NA,"OREGON",1430,"UNK","P",NA,NA,"08/12/2005",2005-08-12 14:30:00,NA
"461R","PYRAMID ROCK",NA,"OREGON",1249,"UNK","P",NA,NA,"08/13/2005",2005-08-13 12:49:00,NA
"461R","PYRAMID ROCK",NA,"OREGON",1536,"UNK","P",NA,NA,"08/14/2005",2005-08-14 15:36:00,NA
"461R","PYRAMID ROCK",NA,"OREGON",1747,"UNK","P",NA,NA,"08/16/2005",2005-08-16 17:47:00,NA
"461R","PYRAMID ROCK",NA,"OREGON",1000,"UNK","P",NA,NA,"08/20/2005",2005-08-20 10:00:00,NA
"461R","PYRAMID ROCK",NA,"OREGON",1932,"UNK","P",NA,NA,"08/21/2005",2005-08-21 19:32:00,NA
"461R","PYRAMID ROCK",NA,"OREGON",940,"UNK","P",NA,NA,"08/22/2005",2005-08-22 09:40:00,NA
"461R","PYRAMID ROCK",NA,"OREGON",1519,"UNK","P",NA,NA,"08/23/2005",2005-08-23 15:19:00,NA
"461R","PYRAMID ROCK",NA,"OREGON",1017,"UNK","P",NA,NA,"08/24/2005",2005-08-24 10:17:00,NA
"461R","PYRAMID ROCK",NA,"OREGON",1732,"UNK","P",NA,NA,"09/01/2005",2005-09-01 17:32:00,NA
"461R","PYRAMID ROCK",NA,"OREGON",1000,"UNK","P",NA,NA,"09/02/2005",2005-09-02 10:00:00,NA
"461R","PYRAMID ROCK",NA,"OREGON",1200,"UNK","P",NA,NA,"09/06/2005",2005-09-06 12:00:00,NA
"461R","PYRAMID ROCK",NA,"OREGON",800,"UNK","P",NA,NA,"09/13/2005",2005-09-13 08:00:00,NA
"461R","PYRAMID ROCK",NA,"OREGON",0,NA,NA,NA,NA,"09/29/2005",2005-09-29 00:00:00,NA
"461R","CAPE ARAGO",NA,"OREGON",1054,"UNK","P",NA,NA,"10/13/2005",2005-10-13 10:54:00,NA
